timestamp,temp_raw,ldr_raw,temp_filtered,ldr_filtered
2026-04-11T23:52:36Z,23.981964093075582,494,23.981964093075582,494
2026-04-11T23:52:37Z,23.811783531928885,524,23.811783531928885,524
2026-04-11T23:52:38Z,25.509661477945087,492,25.509661477945087,492
2026-04-11T23:52:39Z,26.376220351791602,494,26.376220351791602,494
2026-04-11T23:52:40Z,25.948412471292,522,25.12560838520663,505.2
2026-04-11T23:52:41Z,25.595705094925012,475,25.448356585576516,501.4
2026-04-11T23:52:42Z,24.059138296562292,536,25.4978275385032,503.8
2026-04-11T23:52:43Z,23.82999733758211,545,25.1618947104306,514.4
2026-04-11T23:52:44Z,25.00267352279003,513,24.88718534463029,518.2
2026-04-11T23:52:45Z,23.720711515040378,542,24.441645153379966,522.2
2026-04-11T23:52:46Z,23.593517997311505,470,24.041207733857263,521.2
2026-04-11T23:52:47Z,24.060489093398854,513,24.041477893224574,516.6
2026-04-11T23:52:48Z,24.254228483834872,493,24.12632412247513,506.2
2026-04-11T23:52:49Z,24.411703716952324,487,24.008130161307587,501.0
2026-04-11T23:52:50Z,25.4567934948909,488,24.35534655727769,490.2
2026-04-11T23:52:51Z,23.62938675226828,504,24.362520308269048,497.0
2026-04-11T23:52:52Z,25.055400848043497,528,24.561502659197977,500.0
2026-04-11T23:52:53Z,23.879954298227194,450,24.486647822076442,491.4
2026-04-11T23:52:54Z,24.347420526111996,534,24.47379118390837,500.8
2026-04-11T23:52:55Z,23.71457533504642,548,24.125347551939477,512.8
2026-04-11T23:52:56Z,24.86074049345417,492,24.371618300176657,510.4
2026-04-11T23:52:57Z,25.050163614910623,490,24.37057085355008,502.8
2026-04-11T23:52:58Z,25.6051519146463,537,24.7156103768339,520.2
2026-04-11T23:52:59Z,23.68576155721757,536,24.583278583055016,520.6
2026-04-11T23:53:00Z,25.11753470165682,469,24.863870456377096,504.8
2026-04-11T23:53:01Z,25.78413598211815,479,25.048549554109893,502.2
2026-04-11T23:53:02Z,23.831928779346594,469,24.804902586997088,498.0
2026-04-11T23:53:03Z,23.9365641739482,500,24.471185038857467,490.6
2026-04-11T23:53:04Z,26.203380746370463,524,24.974708876688045,488.2
2026-04-11T23:53:05Z,25.86953831564656,491,25.125109599485995,492.6
2026-04-11T23:53:06Z,26.4241943361051,461,25.253121270283383,489.0
2026-04-11T23:53:07Z,26.14791336628908,531,25.71631818767188,501.4
2026-04-11T23:53:08Z,25.667210538445584,517,26.06244746057136,504.8
2026-04-11T23:53:09Z,24.493846271751405,476,25.720540565647546,495.2
2026-04-11T23:53:10Z,25.789451338865938,546,25.704523170291424,506.2
2026-04-11T23:53:11Z,24.40918002824253,546,25.30152030871891,523.2
2026-04-11T23:53:12Z,24.997843968397962,527,25.071506429140683,522.4
2026-04-11T23:53:13Z,25.674548375605482,478,25.072973996572664,514.6
2026-04-11T23:53:14Z,25.09646100692671,495,25.193496943607723,518.4
2026-04-11T23:53:15Z,24.965146481845704,481,25.028635972203677,505.4
2026-04-11T23:53:16Z,25.66544721225225,486,25.279889409005623,493.4
2026-04-11T23:53:17Z,23.88447866205323,473,25.057216347736677,482.6
2026-04-11T23:53:18Z,23.952959700862156,548,24.71289861278801,496.6
2026-04-11T23:53:19Z,25.212753680418757,487,24.73615714748642,495.0
2026-04-11T23:53:20Z,26.180382265937354,515,24.97920430430475,501.8
2026-04-11T23:53:21Z,25.140264348533982,454,24.874167731561094,495.4
2026-04-11T23:53:22Z,25.514514637742923,453,25.200174926699034,491.4
2026-04-11T23:53:23Z,26.206998933464867,485,25.650982773219578,478.8
2026-04-11T23:53:24Z,24.737999596996534,530,25.556031956535133,487.4
2026-04-11T23:53:25Z,25.37455913725296,536,25.394867330798252,491.6
2026-04-11T23:53:26Z,24.705830581677457,466,25.30798057742695,494.0
2026-04-11T23:53:27Z,24.00226015419422,500,25.00552968071721,503.4
2026-04-11T23:53:28Z,25.85087162738766,472,24.934304219501765,500.8
2026-04-11T23:53:29Z,24.773174521723668,465,24.941339204447196,487.8
2026-04-11T23:53:30Z,24.285028707287246,544,24.72343311845405,489.4
2026-04-11T23:53:31Z,24.959293750156714,550,24.774125752149903,506.2
2026-04-11T23:53:32Z,23.67058558545833,485,24.707790838402722,503.2
2026-04-11T23:53:33Z,24.957971454138644,547,24.52921080375292,518.2
2026-04-11T23:53:34Z,25.65700345450915,481,24.70597659031002,521.4
2026-04-11T23:53:35Z,23.807088653721816,520,24.610388579596933,516.6
